,player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,dob,height_cm,club_team_id,club_name,league_id,league_name,club_position,club_jersey_number,nationality_id,nationality_name,preferred_foot,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,fifa_fuzzy_name,mapped_fifa_name,Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID,fm_fuzzy_name
10,153275,J. Leca,Jean-Louis Leca,GK,75,75,625000.0,14000.0,1985-09-21,180,64,Lens,16,Ligue 1,SUB,16,18,France,Right,12,11,13,33,11,13,13,12,37,25,41,41,40,75,45,57,65,24,69,13,45,22,11,27,14,61,18,14,15,75,72,76,73,77,29,29,29,26,28,28,28,26,28,28,28,27,29,29,29,27,26,31,31,31,26,26,30,30,30,26,74,1985-09-21 J. Leca,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
11,234789,Y. Eteki,Yan Brice Eteki,CDM,74,80,6000000.0,5000.0,1997-08-26,182,114510,Casa Pia,308,Liga Portugal,RCM,88,103,Cameroon,Right,51,50,44,75,40,65,48,42,74,76,63,54,70,66,73,68,80,70,76,58,75,74,55,68,52,72,69,75,74,11,11,7,6,12,60,60,60,63,64,64,64,63,67,67,67,65,70,70,70,65,68,73,73,73,68,68,70,70,70,68,16,1997-08-26 Y. Eteki,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
12,146947,Vesga,Mikel Vesga Arruti,CM,74,74,4100000.0,23000.0,1993-05-21,191,448,Athletic Club,53,La Liga,LCM,6,45,Spain,Left,59,60,70,76,40,67,60,44,74,75,34,47,42,78,34,77,62,79,86,62,60,77,62,76,57,66,72,78,74,12,11,16,6,13,66,66,66,64,67,67,67,64,68,68,68,66,74,74,74,66,70,76,76,76,70,70,74,74,74,70,18,1993-05-21 Vesga,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
13,204349,I. Šehić,Ibrahim Šehić,GK,73,73,1000000.0,11000.0,1988-09-02,190,101033,Konyaspor,68,Super Lig,GK,13,8,Bosnia and Herzegovina,Left,22,7,12,16,8,11,14,11,14,21,30,35,26,68,26,50,30,32,35,5,34,30,14,44,13,41,9,11,7,69,72,67,76,73,23,23,23,23,25,25,25,23,24,24,24,24,25,25,25,24,24,24,24,24,24,24,21,21,21,24,72,1988-09-02 I. Šehić,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
14,184144,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,CAM,72,72,1100000.0,8000.0,1988-02-23,173,1892,Paços de Ferreira,308,Liga Portugal,LCM,28,52,Argentina,Left,76,68,54,69,77,73,82,72,74,76,59,55,63,74,80,70,57,34,48,69,53,40,74,78,71,79,35,42,43,8,11,9,7,5,67,67,67,71,71,71,71,71,72,72,72,69,68,68,68,69,55,56,56,56,55,53,48,48,48,53,15,1988-02-23 N. Gaitán,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
15,212273,C. Njie,Clinton Mua N'Jie,LW,72,72,2400000.0,15000.0,1993-08-15,175,101041,Sivasspor,68,Super Lig,RM,10,103,Cameroon,Right,67,68,64,68,69,76,65,46,58,73,82,86,84,71,81,75,68,68,61,62,62,32,71,60,56,71,24,30,27,13,10,9,9,11,71,71,71,72,72,72,72,72,70,70,70,71,63,63,63,71,56,51,51,51,56,53,46,46,46,53,17,1993-08-15 C. Njie,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
16,213746,Arsénio,Arsénio Martins Lafuente Nunes,LW,71,71,1500000.0,6000.0,1989-08-30,180,112513,Arouca,308,Liga Portugal,LM,8,38,Portugal,Right,69,67,41,70,61,74,71,63,65,73,74,73,70,68,68,68,42,77,66,67,51,38,68,67,60,67,36,46,36,9,8,7,12,12,66,66,66,71,70,70,70,71,70,70,70,71,67,67,67,71,59,57,57,57,59,56,48,48,48,56,16,1989-08-30 Arsénio,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
17,229321,Amilton,Amilton Minervino da Silva,LM,71,71,1500000.0,12000.0,1989-08-12,172,101033,Konyaspor,68,Super Lig,SUB,93,54,Brazil,Right,67,68,43,65,55,69,65,42,60,69,85,86,80,70,85,77,49,77,60,64,73,41,68,65,62,66,31,27,30,14,12,9,5,11,67,67,67,70,70,70,70,70,69,69,69,70,63,63,63,70,57,53,53,53,57,54,45,45,45,54,17,1989-08-12 Amilton,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
18,234239,G. Hein,Gauthier Hein,RM,70,71,1900000.0,10000.0,1996-08-07,170,57,Auxerre,16,Ligue 2,RM,7,18,France,Left,62,67,31,69,51,76,78,69,65,73,81,78,90,59,90,74,67,57,48,75,61,39,61,62,51,57,32,35,33,13,7,5,9,15,64,64,64,70,69,69,69,70,69,69,69,69,64,64,64,69,55,53,53,53,55,51,44,44,44,51,16,1996-08-07 G. Hein,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
19,189561,B. Koita,Bengali-Fodé Koita,ST,70,70,1300000.0,20000.0,1990-10-21,186,111339,Kasımpaşa,68,Super Lig,SUB,9,118,Guinea,Right,62,71,69,63,65,70,52,42,52,67,73,82,69,61,54,79,77,63,84,59,26,27,69,56,61,57,12,15,19,7,8,12,7,9,70,70,70,67,68,68,68,67,65,65,65,66,58,58,58,66,48,43,43,43,48,45,40,40,40,45,14,1990-10-21 B. Koita,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
20,196801,Mexer,Edson André Sitoe,CB,70,70,750000.0,5000.0,1988-09-08,186,10020,Estoril,308,Liga Portugal,SUB,2,130,Mozambique,Right,40,44,73,69,50,59,55,38,55,69,34,40,59,67,64,49,75,48,76,59,74,71,43,54,38,69,70,70,67,10,14,7,11,11,55,55,55,54,56,56,56,54,58,58,58,54,61,61,61,54,60,67,67,67,60,61,70,70,70,61,17,1988-09-08 Mexer,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
21,200968,F. Ogier,Florent Ogier,CB,70,70,750000.0,10000.0,1989-03-21,183,1815,Clermont,16,Ligue 1,LCB,21,18,France,Right,23,27,69,56,23,40,33,34,50,61,29,35,57,67,62,57,89,80,73,30,73,75,30,23,37,68,73,71,70,14,8,8,8,6,46,46,46,41,43,43,43,41,43,43,43,43,51,51,51,43,59,65,65,65,59,61,70,70,70,61,15,1989-03-21 F. Ogier,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
22,201512,P. Sagna,Pierre Emmanuel Sagna,RB,70,70,1200000.0,4000.0,1990-08-21,179,1438,Santa Clara,308,Liga Portugal,RB,95,136,Senegal,Right,68,38,55,67,38,65,65,63,69,69,70,75,72,64,70,55,72,69,68,41,64,72,56,65,54,64,70,64,65,6,9,10,6,7,57,57,57,63,61,61,61,63,63,63,63,65,65,65,65,65,68,68,68,68,68,68,66,66,66,68,13,1990-08-21 P. Sagna,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
23,212035,J. Bela,Jérémie Bela,LM,70,70,1600000.0,11000.0,1993-04-08,173,1815,Clermont,16,Ligue 1,SUB,91,98,Angola,Right,67,67,64,62,66,69,67,73,61,70,90,90,91,64,80,71,84,79,56,67,54,39,66,53,62,66,40,32,34,8,15,11,11,15,68,68,68,70,68,68,68,70,67,67,67,69,61,61,61,69,58,53,53,53,58,56,49,49,49,56,18,1993-04-08 J. Bela,1988-08-21 Robert Lewandowski,Robert Lewandowski,S,33,186,190,Poland,Barcelona,3,8,13,19,18,15,17,12,3,7,13,20,7,16,15,19,16,17,17,13,17,20,14,15,19,7,12,12,14,13,19,15,20,14,18,16,18,8,15,2,8,2,2,3,2,3,2,3,3,2,1,1,15,20,15,10,16,18,10,11,1,1,1,1,1,1,1,1,1,1,10,12,8,20,185,81,13,20,347975206,9300,9400,9250,Northern_European,183,3,1988-08-21,132,76,345204.0,,719601,1988-08-21 Robert Lewandowski
