Pitch_Number,count,x_interval,y_interval,percentage,alpha
277,0.0,"(55.0, 60.0)","(60.0, 65.0)",0.0,0.0
278,0.0,"(55.0, 60.0)","(65.0, 70.0)",0.0,0.0
279,0.0,"(55.0, 60.0)","(70.0, 75.0)",0.0,0.0
280,1.0,"(55.0, 60.0)","(75.0, 80.0)",0.001091703056768559,0.019230769230769232
281,0.0,"(55.0, 60.0)","(80.0, 85.0)",0.0,0.0
282,0.0,"(55.0, 60.0)","(85.0, 90.0)",0.0,0.0
283,4.0,"(55.0, 60.0)","(90.0, 95.0)",0.004366812227074236,0.07692307692307693
284,7.0,"(55.0, 60.0)","(95.0, 100.0)",0.007641921397379912,0.1346153846153846
285,9.0,"(55.0, 60.0)","(100.0, 105.0)",0.009825327510917031,0.17307692307692307
286,12.0,"(55.0, 60.0)","(105.0, 110.0)",0.013100436681222707,0.23076923076923078
287,2.0,"(55.0, 60.0)","(110.0, 115.0)",0.002183406113537118,0.038461538461538464
288,1.0,"(55.0, 60.0)","(115.0, 120.0)",0.001091703056768559,0.019230769230769232
289,0.0,"(60.0, 65.0)","(0.0, 5.0)",0.0,0.0
290,0.0,"(60.0, 65.0)","(5.0, 10.0)",0.0,0.0
291,0.0,"(60.0, 65.0)","(10.0, 15.0)",0.0,0.0
292,0.0,"(60.0, 65.0)","(15.0, 20.0)",0.0,0.0
293,0.0,"(60.0, 65.0)","(20.0, 25.0)",0.0,0.0
294,0.0,"(60.0, 65.0)","(25.0, 30.0)",0.0,0.0
295,0.0,"(60.0, 65.0)","(30.0, 35.0)",0.0,0.0
296,0.0,"(60.0, 65.0)","(35.0, 40.0)",0.0,0.0
297,0.0,"(60.0, 65.0)","(40.0, 45.0)",0.0,0.0
298,0.0,"(60.0, 65.0)","(45.0, 50.0)",0.0,0.0
299,0.0,"(60.0, 65.0)","(50.0, 55.0)",0.0,0.0
300,0.0,"(60.0, 65.0)","(55.0, 60.0)",0.0,0.0
301,0.0,"(60.0, 65.0)","(60.0, 65.0)",0.0,0.0
302,0.0,"(60.0, 65.0)","(65.0, 70.0)",0.0,0.0
303,0.0,"(60.0, 65.0)","(70.0, 75.0)",0.0,0.0
304,0.0,"(60.0, 65.0)","(75.0, 80.0)",0.0,0.0
305,0.0,"(60.0, 65.0)","(80.0, 85.0)",0.0,0.0
306,0.0,"(60.0, 65.0)","(85.0, 90.0)",0.0,0.0
307,0.0,"(60.0, 65.0)","(90.0, 95.0)",0.0,0.0
308,0.0,"(60.0, 65.0)","(95.0, 100.0)",0.0,0.0
309,1.0,"(60.0, 65.0)","(100.0, 105.0)",0.001091703056768559,0.019230769230769232
310,0.0,"(60.0, 65.0)","(105.0, 110.0)",0.0,0.0
311,0.0,"(60.0, 65.0)","(110.0, 115.0)",0.0,0.0
312,1.0,"(60.0, 65.0)","(115.0, 120.0)",0.001091703056768559,0.019230769230769232
313,0.0,"(65.0, 70.0)","(0.0, 5.0)",0.0,0.0
314,0.0,"(65.0, 70.0)","(5.0, 10.0)",0.0,0.0
315,0.0,"(65.0, 70.0)","(10.0, 15.0)",0.0,0.0
316,0.0,"(65.0, 70.0)","(15.0, 20.0)",0.0,0.0
317,0.0,"(65.0, 70.0)","(20.0, 25.0)",0.0,0.0
318,0.0,"(65.0, 70.0)","(25.0, 30.0)",0.0,0.0
319,0.0,"(65.0, 70.0)","(30.0, 35.0)",0.0,0.0
320,0.0,"(65.0, 70.0)","(35.0, 40.0)",0.0,0.0
321,0.0,"(65.0, 70.0)","(40.0, 45.0)",0.0,0.0
322,0.0,"(65.0, 70.0)","(45.0, 50.0)",0.0,0.0
323,0.0,"(65.0, 70.0)","(50.0, 55.0)",0.0,0.0
324,0.0,"(65.0, 70.0)","(55.0, 60.0)",0.0,0.0
325,0.0,"(65.0, 70.0)","(60.0, 65.0)",0.0,0.0
326,0.0,"(65.0, 70.0)","(65.0, 70.0)",0.0,0.0
327,0.0,"(65.0, 70.0)","(70.0, 75.0)",0.0,0.0
328,0.0,"(65.0, 70.0)","(75.0, 80.0)",0.0,0.0
329,0.0,"(65.0, 70.0)","(80.0, 85.0)",0.0,0.0
330,0.0,"(65.0, 70.0)","(85.0, 90.0)",0.0,0.0
331,0.0,"(65.0, 70.0)","(90.0, 95.0)",0.0,0.0
332,0.0,"(65.0, 70.0)","(95.0, 100.0)",0.0,0.0
333,0.0,"(65.0, 70.0)","(100.0, 105.0)",0.0,0.0
334,1.0,"(65.0, 70.0)","(105.0, 110.0)",0.001091703056768559,0.019230769230769232
335,1.0,"(65.0, 70.0)","(110.0, 115.0)",0.001091703056768559,0.019230769230769232
336,0.0,"(65.0, 70.0)","(115.0, 120.0)",0.0,0.0
337,0.0,"(70.0, 75.0)","(0.0, 5.0)",0.0,0.0
338,0.0,"(70.0, 75.0)","(5.0, 10.0)",0.0,0.0
339,0.0,"(70.0, 75.0)","(10.0, 15.0)",0.0,0.0
340,0.0,"(70.0, 75.0)","(15.0, 20.0)",0.0,0.0
341,0.0,"(70.0, 75.0)","(20.0, 25.0)",0.0,0.0
342,0.0,"(70.0, 75.0)","(25.0, 30.0)",0.0,0.0
343,0.0,"(70.0, 75.0)","(30.0, 35.0)",0.0,0.0
344,0.0,"(70.0, 75.0)","(35.0, 40.0)",0.0,0.0
345,0.0,"(70.0, 75.0)","(40.0, 45.0)",0.0,0.0
346,0.0,"(70.0, 75.0)","(45.0, 50.0)",0.0,0.0
347,0.0,"(70.0, 75.0)","(50.0, 55.0)",0.0,0.0
348,0.0,"(70.0, 75.0)","(55.0, 60.0)",0.0,0.0
349,0.0,"(70.0, 75.0)","(60.0, 65.0)",0.0,0.0
350,0.0,"(70.0, 75.0)","(65.0, 70.0)",0.0,0.0
351,0.0,"(70.0, 75.0)","(70.0, 75.0)",0.0,0.0
352,0.0,"(70.0, 75.0)","(75.0, 80.0)",0.0,0.0
353,0.0,"(70.0, 75.0)","(80.0, 85.0)",0.0,0.0
354,1.0,"(70.0, 75.0)","(85.0, 90.0)",0.001091703056768559,0.019230769230769232
355,0.0,"(70.0, 75.0)","(90.0, 95.0)",0.0,0.0
356,0.0,"(70.0, 75.0)","(95.0, 100.0)",0.0,0.0
357,0.0,"(70.0, 75.0)","(100.0, 105.0)",0.0,0.0
358,0.0,"(70.0, 75.0)","(105.0, 110.0)",0.0,0.0
359,0.0,"(70.0, 75.0)","(110.0, 115.0)",0.0,0.0
