x_interval,y_interval,count,percentage,Pitch_Number,alpha
"(20.0, 24.0)","(16.0, 20.0)",0,0.0,155,0.0
"(20.0, 24.0)","(20.0, 24.0)",0,0.0,156,0.0
"(20.0, 24.0)","(24.0, 28.0)",0,0.0,157,0.0
"(20.0, 24.0)","(28.0, 32.0)",0,0.0,158,0.0
"(20.0, 24.0)","(32.0, 36.0)",0,0.0,159,0.0
"(20.0, 24.0)","(36.0, 40.0)",0,0.0,160,0.0
"(20.0, 24.0)","(40.0, 44.0)",0,0.0,161,0.0
"(20.0, 24.0)","(44.0, 48.0)",0,0.0,162,0.0
"(20.0, 24.0)","(48.0, 52.0)",0,0.0,163,0.0
"(20.0, 24.0)","(52.0, 56.0)",0,0.0,164,0.0
"(20.0, 24.0)","(56.0, 60.0)",0,0.0,165,0.0
"(20.0, 24.0)","(60.0, 64.0)",0,0.0,166,0.0
"(20.0, 24.0)","(64.0, 68.0)",0,0.0,167,0.0
"(20.0, 24.0)","(68.0, 72.0)",0,0.0,168,0.0
"(20.0, 24.0)","(72.0, 76.0)",0,0.0,169,0.0
"(20.0, 24.0)","(76.0, 80.0)",0,0.0,170,0.0
"(20.0, 24.0)","(80.0, 84.0)",0,0.0,171,0.0
"(20.0, 24.0)","(84.0, 88.0)",0,0.0,172,0.0
"(20.0, 24.0)","(88.0, 92.0)",1,0.1,173,0.02564102564102564
"(20.0, 24.0)","(92.0, 96.0)",4,0.41,174,0.10256410256410256
"(20.0, 24.0)","(96.0, 100.0)",2,0.2,175,0.05128205128205128
"(20.0, 24.0)","(100.0, 104.0)",4,0.41,176,0.10256410256410256
"(20.0, 24.0)","(104.0, 108.0)",4,0.41,177,0.10256410256410256
"(20.0, 24.0)","(108.0, 112.0)",2,0.2,178,0.05128205128205128
"(20.0, 24.0)","(112.0, 116.0)",0,0.0,179,0.0
"(20.0, 24.0)","(116.0, 120.0)",0,0.0,180,0.0
"(24.0, 28.0)","(0.0, 4.0)",0,0.0,181,0.0
"(24.0, 28.0)","(4.0, 8.0)",0,0.0,182,0.0
"(24.0, 28.0)","(8.0, 12.0)",0,0.0,183,0.0
"(24.0, 28.0)","(12.0, 16.0)",0,0.0,184,0.0
"(24.0, 28.0)","(16.0, 20.0)",0,0.0,185,0.0
"(24.0, 28.0)","(20.0, 24.0)",0,0.0,186,0.0
"(24.0, 28.0)","(24.0, 28.0)",0,0.0,187,0.0
"(24.0, 28.0)","(28.0, 32.0)",0,0.0,188,0.0
"(24.0, 28.0)","(32.0, 36.0)",0,0.0,189,0.0
"(24.0, 28.0)","(36.0, 40.0)",0,0.0,190,0.0
"(24.0, 28.0)","(40.0, 44.0)",0,0.0,191,0.0
"(24.0, 28.0)","(44.0, 48.0)",0,0.0,192,0.0
"(24.0, 28.0)","(48.0, 52.0)",0,0.0,193,0.0
"(24.0, 28.0)","(52.0, 56.0)",0,0.0,194,0.0
"(24.0, 28.0)","(56.0, 60.0)",0,0.0,195,0.0
"(24.0, 28.0)","(60.0, 64.0)",0,0.0,196,0.0
"(24.0, 28.0)","(64.0, 68.0)",0,0.0,197,0.0
"(24.0, 28.0)","(68.0, 72.0)",0,0.0,198,0.0
"(24.0, 28.0)","(72.0, 76.0)",0,0.0,199,0.0
"(24.0, 28.0)","(76.0, 80.0)",0,0.0,200,0.0
"(24.0, 28.0)","(80.0, 84.0)",0,0.0,201,0.0
"(24.0, 28.0)","(84.0, 88.0)",2,0.2,202,0.05128205128205128
"(24.0, 28.0)","(88.0, 92.0)",2,0.2,203,0.05128205128205128
"(24.0, 28.0)","(92.0, 96.0)",12,1.23,204,0.3076923076923077
"(24.0, 28.0)","(96.0, 100.0)",2,0.2,205,0.05128205128205128
"(24.0, 28.0)","(100.0, 104.0)",13,1.33,206,0.3333333333333333
"(24.0, 28.0)","(104.0, 108.0)",12,1.23,207,0.3076923076923077
"(24.0, 28.0)","(108.0, 112.0)",11,1.12,208,0.28205128205128205
"(24.0, 28.0)","(112.0, 116.0)",10,1.02,209,0.2564102564102564
"(24.0, 28.0)","(116.0, 120.0)",0,0.0,210,0.0
"(28.0, 32.0)","(0.0, 4.0)",0,0.0,211,0.0
"(28.0, 32.0)","(4.0, 8.0)",0,0.0,212,0.0
"(28.0, 32.0)","(8.0, 12.0)",0,0.0,213,0.0
"(28.0, 32.0)","(12.0, 16.0)",0,0.0,214,0.0
"(28.0, 32.0)","(16.0, 20.0)",0,0.0,215,0.0
"(28.0, 32.0)","(20.0, 24.0)",0,0.0,216,0.0
"(28.0, 32.0)","(24.0, 28.0)",0,0.0,217,0.0
"(28.0, 32.0)","(28.0, 32.0)",0,0.0,218,0.0
"(28.0, 32.0)","(32.0, 36.0)",0,0.0,219,0.0
"(28.0, 32.0)","(36.0, 40.0)",0,0.0,220,0.0
"(28.0, 32.0)","(40.0, 44.0)",0,0.0,221,0.0
"(28.0, 32.0)","(44.0, 48.0)",0,0.0,222,0.0
"(28.0, 32.0)","(48.0, 52.0)",0,0.0,223,0.0
"(28.0, 32.0)","(52.0, 56.0)",0,0.0,224,0.0
"(28.0, 32.0)","(56.0, 60.0)",0,0.0,225,0.0
"(28.0, 32.0)","(60.0, 64.0)",0,0.0,226,0.0
"(28.0, 32.0)","(64.0, 68.0)",0,0.0,227,0.0
"(28.0, 32.0)","(68.0, 72.0)",0,0.0,228,0.0
"(28.0, 32.0)","(72.0, 76.0)",0,0.0,229,0.0
"(28.0, 32.0)","(76.0, 80.0)",0,0.0,230,0.0
"(28.0, 32.0)","(80.0, 84.0)",0,0.0,231,0.0
"(28.0, 32.0)","(84.0, 88.0)",2,0.2,232,0.05128205128205128
"(28.0, 32.0)","(88.0, 92.0)",7,0.72,233,0.1794871794871795
"(28.0, 32.0)","(92.0, 96.0)",11,1.12,234,0.28205128205128205
"(28.0, 32.0)","(96.0, 100.0)",9,0.92,235,0.23076923076923078
"(28.0, 32.0)","(100.0, 104.0)",21,2.15,236,0.5384615384615384
"(28.0, 32.0)","(104.0, 108.0)",20,2.04,237,0.5128205128205128
"(28.0, 32.0)","(108.0, 112.0)",18,1.84,238,0.46153846153846156
"(28.0, 32.0)","(112.0, 116.0)",25,2.56,239,0.6410256410256411
"(28.0, 32.0)","(116.0, 120.0)",7,0.72,240,0.1794871794871795
"(32.0, 36.0)","(0.0, 4.0)",0,0.0,241,0.0
"(32.0, 36.0)","(4.0, 8.0)",0,0.0,242,0.0
"(32.0, 36.0)","(8.0, 12.0)",0,0.0,243,0.0
"(32.0, 36.0)","(12.0, 16.0)",0,0.0,244,0.0
"(32.0, 36.0)","(16.0, 20.0)",0,0.0,245,0.0
"(32.0, 36.0)","(20.0, 24.0)",0,0.0,246,0.0
"(32.0, 36.0)","(24.0, 28.0)",0,0.0,247,0.0
"(32.0, 36.0)","(28.0, 32.0)",0,0.0,248,0.0
"(32.0, 36.0)","(32.0, 36.0)",0,0.0,249,0.0
"(32.0, 36.0)","(36.0, 40.0)",0,0.0,250,0.0
"(32.0, 36.0)","(40.0, 44.0)",0,0.0,251,0.0
"(32.0, 36.0)","(44.0, 48.0)",0,0.0,252,0.0
"(32.0, 36.0)","(48.0, 52.0)",0,0.0,253,0.0
"(32.0, 36.0)","(52.0, 56.0)",0,0.0,254,0.0
"(32.0, 36.0)","(56.0, 60.0)",1,0.1,255,0.02564102564102564
"(32.0, 36.0)","(60.0, 64.0)",0,0.0,256,0.0
"(32.0, 36.0)","(64.0, 68.0)",0,0.0,257,0.0
"(32.0, 36.0)","(68.0, 72.0)",0,0.0,258,0.0
"(32.0, 36.0)","(72.0, 76.0)",1,0.1,259,0.02564102564102564
"(32.0, 36.0)","(76.0, 80.0)",0,0.0,260,0.0
"(32.0, 36.0)","(80.0, 84.0)",0,0.0,261,0.0
"(32.0, 36.0)","(84.0, 88.0)",2,0.2,262,0.05128205128205128
"(32.0, 36.0)","(88.0, 92.0)",2,0.2,263,0.05128205128205128
"(32.0, 36.0)","(92.0, 96.0)",17,1.74,264,0.4358974358974359
"(32.0, 36.0)","(96.0, 100.0)",17,1.74,265,0.4358974358974359
"(32.0, 36.0)","(100.0, 104.0)",22,2.25,266,0.5641025641025641
"(32.0, 36.0)","(104.0, 108.0)",23,2.35,267,0.5897435897435898
"(32.0, 36.0)","(108.0, 112.0)",25,2.56,268,0.6410256410256411
"(32.0, 36.0)","(112.0, 116.0)",25,2.56,269,0.6410256410256411
"(32.0, 36.0)","(116.0, 120.0)",3,0.31,270,0.07692307692307693
"(36.0, 40.0)","(0.0, 4.0)",0,0.0,271,0.0
"(36.0, 40.0)","(4.0, 8.0)",0,0.0,272,0.0
"(36.0, 40.0)","(8.0, 12.0)",0,0.0,273,0.0
"(36.0, 40.0)","(12.0, 16.0)",0,0.0,274,0.0
"(36.0, 40.0)","(16.0, 20.0)",0,0.0,275,0.0
"(36.0, 40.0)","(20.0, 24.0)",0,0.0,276,0.0
"(36.0, 40.0)","(24.0, 28.0)",0,0.0,277,0.0
"(36.0, 40.0)","(28.0, 32.0)",0,0.0,278,0.0
"(36.0, 40.0)","(32.0, 36.0)",0,0.0,279,0.0
"(36.0, 40.0)","(36.0, 40.0)",0,0.0,280,0.0
"(36.0, 40.0)","(40.0, 44.0)",0,0.0,281,0.0
"(36.0, 40.0)","(44.0, 48.0)",0,0.0,282,0.0
"(36.0, 40.0)","(48.0, 52.0)",0,0.0,283,0.0
"(36.0, 40.0)","(52.0, 56.0)",0,0.0,284,0.0
"(36.0, 40.0)","(56.0, 60.0)",0,0.0,285,0.0
"(36.0, 40.0)","(60.0, 64.0)",0,0.0,286,0.0
"(36.0, 40.0)","(64.0, 68.0)",0,0.0,287,0.0
"(36.0, 40.0)","(68.0, 72.0)",0,0.0,288,0.0
"(36.0, 40.0)","(72.0, 76.0)",0,0.0,289,0.0
"(36.0, 40.0)","(76.0, 80.0)",0,0.0,290,0.0
"(36.0, 40.0)","(80.0, 84.0)",0,0.0,291,0.0
"(36.0, 40.0)","(84.0, 88.0)",1,0.1,292,0.02564102564102564
"(36.0, 40.0)","(88.0, 92.0)",6,0.61,293,0.15384615384615385
"(36.0, 40.0)","(92.0, 96.0)",16,1.64,294,0.41025641025641024
"(36.0, 40.0)","(96.0, 100.0)",13,1.33,295,0.3333333333333333
"(36.0, 40.0)","(100.0, 104.0)",11,1.12,296,0.28205128205128205
"(36.0, 40.0)","(104.0, 108.0)",27,2.76,297,0.6923076923076923
"(36.0, 40.0)","(108.0, 112.0)",37,3.78,298,0.9487179487179487
"(36.0, 40.0)","(112.0, 116.0)",20,2.04,299,0.5128205128205128
"(36.0, 40.0)","(116.0, 120.0)",6,0.61,300,0.15384615384615385
"(40.0, 44.0)","(0.0, 4.0)",0,0.0,301,0.0
"(40.0, 44.0)","(4.0, 8.0)",0,0.0,302,0.0
"(40.0, 44.0)","(8.0, 12.0)",0,0.0,303,0.0
"(40.0, 44.0)","(12.0, 16.0)",0,0.0,304,0.0
"(40.0, 44.0)","(16.0, 20.0)",0,0.0,305,0.0
"(40.0, 44.0)","(20.0, 24.0)",0,0.0,306,0.0
"(40.0, 44.0)","(24.0, 28.0)",0,0.0,307,0.0
"(40.0, 44.0)","(28.0, 32.0)",0,0.0,308,0.0
"(40.0, 44.0)","(32.0, 36.0)",0,0.0,309,0.0
"(40.0, 44.0)","(36.0, 40.0)",0,0.0,310,0.0
"(40.0, 44.0)","(40.0, 44.0)",0,0.0,311,0.0
"(40.0, 44.0)","(44.0, 48.0)",0,0.0,312,0.0
"(40.0, 44.0)","(48.0, 52.0)",0,0.0,313,0.0
"(40.0, 44.0)","(52.0, 56.0)",0,0.0,314,0.0
"(40.0, 44.0)","(56.0, 60.0)",0,0.0,315,0.0
"(40.0, 44.0)","(60.0, 64.0)",0,0.0,316,0.0
"(40.0, 44.0)","(64.0, 68.0)",0,0.0,317,0.0
"(40.0, 44.0)","(68.0, 72.0)",0,0.0,318,0.0
"(40.0, 44.0)","(72.0, 76.0)",0,0.0,319,0.0
"(40.0, 44.0)","(76.0, 80.0)",0,0.0,320,0.0
"(40.0, 44.0)","(80.0, 84.0)",1,0.1,321,0.02564102564102564
"(40.0, 44.0)","(84.0, 88.0)",1,0.1,322,0.02564102564102564
"(40.0, 44.0)","(88.0, 92.0)",7,0.72,323,0.1794871794871795
"(40.0, 44.0)","(92.0, 96.0)",17,1.74,324,0.4358974358974359
"(40.0, 44.0)","(96.0, 100.0)",13,1.33,325,0.3333333333333333
"(40.0, 44.0)","(100.0, 104.0)",18,1.84,326,0.46153846153846156
"(40.0, 44.0)","(104.0, 108.0)",22,2.25,327,0.5641025641025641
"(40.0, 44.0)","(108.0, 112.0)",39,3.99,328,1.0
"(40.0, 44.0)","(112.0, 116.0)",25,2.56,329,0.6410256410256411
"(40.0, 44.0)","(116.0, 120.0)",4,0.41,330,0.10256410256410256
"(44.0, 48.0)","(0.0, 4.0)",0,0.0,331,0.0
"(44.0, 48.0)","(4.0, 8.0)",0,0.0,332,0.0
"(44.0, 48.0)","(8.0, 12.0)",0,0.0,333,0.0
"(44.0, 48.0)","(12.0, 16.0)",0,0.0,334,0.0
"(44.0, 48.0)","(16.0, 20.0)",0,0.0,335,0.0
"(44.0, 48.0)","(20.0, 24.0)",0,0.0,336,0.0
"(44.0, 48.0)","(24.0, 28.0)",0,0.0,337,0.0
"(44.0, 48.0)","(28.0, 32.0)",0,0.0,338,0.0
"(44.0, 48.0)","(32.0, 36.0)",0,0.0,339,0.0
"(44.0, 48.0)","(36.0, 40.0)",0,0.0,340,0.0
"(44.0, 48.0)","(40.0, 44.0)",0,0.0,341,0.0
"(44.0, 48.0)","(44.0, 48.0)",0,0.0,342,0.0
"(44.0, 48.0)","(48.0, 52.0)",0,0.0,343,0.0
"(44.0, 48.0)","(52.0, 56.0)",0,0.0,344,0.0
"(44.0, 48.0)","(56.0, 60.0)",0,0.0,345,0.0
"(44.0, 48.0)","(60.0, 64.0)",0,0.0,346,0.0
"(44.0, 48.0)","(64.0, 68.0)",0,0.0,347,0.0
"(44.0, 48.0)","(68.0, 72.0)",0,0.0,348,0.0
"(44.0, 48.0)","(72.0, 76.0)",0,0.0,349,0.0
"(44.0, 48.0)","(76.0, 80.0)",0,0.0,350,0.0
"(44.0, 48.0)","(80.0, 84.0)",0,0.0,351,0.0
"(44.0, 48.0)","(84.0, 88.0)",0,0.0,352,0.0
"(44.0, 48.0)","(88.0, 92.0)",10,1.02,353,0.2564102564102564
"(44.0, 48.0)","(92.0, 96.0)",13,1.33,354,0.3333333333333333
"(44.0, 48.0)","(96.0, 100.0)",18,1.84,355,0.46153846153846156
"(44.0, 48.0)","(100.0, 104.0)",26,2.66,356,0.6666666666666666
"(44.0, 48.0)","(104.0, 108.0)",16,1.64,357,0.41025641025641024
"(44.0, 48.0)","(108.0, 112.0)",28,2.86,358,0.717948717948718
"(44.0, 48.0)","(112.0, 116.0)",26,2.66,359,0.6666666666666666
"(44.0, 48.0)","(116.0, 120.0)",4,0.41,360,0.10256410256410256
"(48.0, 52.0)","(0.0, 4.0)",0,0.0,361,0.0
"(48.0, 52.0)","(4.0, 8.0)",0,0.0,362,0.0
"(48.0, 52.0)","(8.0, 12.0)",0,0.0,363,0.0
"(48.0, 52.0)","(12.0, 16.0)",0,0.0,364,0.0
"(48.0, 52.0)","(16.0, 20.0)",0,0.0,365,0.0
"(48.0, 52.0)","(20.0, 24.0)",0,0.0,366,0.0
"(48.0, 52.0)","(24.0, 28.0)",0,0.0,367,0.0
"(48.0, 52.0)","(28.0, 32.0)",0,0.0,368,0.0
"(48.0, 52.0)","(32.0, 36.0)",0,0.0,369,0.0
"(48.0, 52.0)","(36.0, 40.0)",0,0.0,370,0.0
"(48.0, 52.0)","(40.0, 44.0)",0,0.0,371,0.0
"(48.0, 52.0)","(44.0, 48.0)",0,0.0,372,0.0
"(48.0, 52.0)","(48.0, 52.0)",0,0.0,373,0.0
"(48.0, 52.0)","(52.0, 56.0)",0,0.0,374,0.0
"(48.0, 52.0)","(56.0, 60.0)",0,0.0,375,0.0
"(48.0, 52.0)","(60.0, 64.0)",0,0.0,376,0.0
"(48.0, 52.0)","(64.0, 68.0)",0,0.0,377,0.0
"(48.0, 52.0)","(68.0, 72.0)",0,0.0,378,0.0
"(48.0, 52.0)","(72.0, 76.0)",0,0.0,379,0.0
"(48.0, 52.0)","(76.0, 80.0)",0,0.0,380,0.0
"(48.0, 52.0)","(80.0, 84.0)",1,0.1,381,0.02564102564102564
"(48.0, 52.0)","(84.0, 88.0)",0,0.0,382,0.0
"(48.0, 52.0)","(88.0, 92.0)",7,0.72,383,0.1794871794871795
"(48.0, 52.0)","(92.0, 96.0)",17,1.74,384,0.4358974358974359
"(48.0, 52.0)","(96.0, 100.0)",14,1.43,385,0.358974358974359
"(48.0, 52.0)","(100.0, 104.0)",14,1.43,386,0.358974358974359
"(48.0, 52.0)","(104.0, 108.0)",20,2.04,387,0.5128205128205128
"(48.0, 52.0)","(108.0, 112.0)",22,2.25,388,0.5641025641025641
