Pitch_Number,count,x_interval,y_interval,percentage
42,134.0,"(5.0, 10.0)","(85.0, 90.0)",0.003633602689950648
43,150.0,"(5.0, 10.0)","(90.0, 95.0)",0.00406746569770595
44,110.0,"(5.0, 10.0)","(95.0, 100.0)",0.002982808178317696
45,76.0,"(5.0, 10.0)","(100.0, 105.0)",0.002060849286837681
46,73.0,"(5.0, 10.0)","(105.0, 110.0)",0.001979499972883562
47,45.0,"(5.0, 10.0)","(110.0, 115.0)",0.0012202397093117848
48,13.0,"(5.0, 10.0)","(115.0, 120.0)",0.0003525136938011823
49,16.0,"(10.0, 15.0)","(0.0, 5.0)",0.0004338630077553013
50,23.0,"(10.0, 15.0)","(5.0, 10.0)",0.0006236780736482456
51,41.0,"(10.0, 15.0)","(10.0, 15.0)",0.0011117739573729595
52,50.0,"(10.0, 15.0)","(15.0, 20.0)",0.0013558218992353165
53,60.0,"(10.0, 15.0)","(20.0, 25.0)",0.0016269862790823798
54,69.0,"(10.0, 15.0)","(25.0, 30.0)",0.0018710342209447366
55,93.0,"(10.0, 15.0)","(30.0, 35.0)",0.0025218287325776884
56,124.0,"(10.0, 15.0)","(35.0, 40.0)",0.003362438310103585
57,104.0,"(10.0, 15.0)","(40.0, 45.0)",0.0028201095504094584
58,142.0,"(10.0, 15.0)","(45.0, 50.0)",0.0038505341938282985
59,148.0,"(10.0, 15.0)","(50.0, 55.0)",0.004013232821736537
60,179.0,"(10.0, 15.0)","(55.0, 60.0)",0.004853842399262433
61,170.0,"(10.0, 15.0)","(60.0, 65.0)",0.004609794457400076
62,168.0,"(10.0, 15.0)","(65.0, 70.0)",0.004555561581430664
63,158.0,"(10.0, 15.0)","(70.0, 75.0)",0.0042843972015836
64,175.0,"(10.0, 15.0)","(75.0, 80.0)",0.004745376647323608
65,119.0,"(10.0, 15.0)","(80.0, 85.0)",0.003226856120180053
66,144.0,"(10.0, 15.0)","(85.0, 90.0)",0.0039047670697977114
67,129.0,"(10.0, 15.0)","(90.0, 95.0)",0.0034980205000271166
68,67.0,"(10.0, 15.0)","(95.0, 100.0)",0.001816801344975324
69,63.0,"(10.0, 15.0)","(100.0, 105.0)",0.0017083355930364987
70,45.0,"(10.0, 15.0)","(105.0, 110.0)",0.0012202397093117848
71,34.0,"(10.0, 15.0)","(110.0, 115.0)",0.0009219588914800152
72,16.0,"(10.0, 15.0)","(115.0, 120.0)",0.0004338630077553013
73,6.0,"(15.0, 20.0)","(0.0, 5.0)",0.00016269862790823798
74,19.0,"(15.0, 20.0)","(5.0, 10.0)",0.0005152123217094202
75,23.0,"(15.0, 20.0)","(10.0, 15.0)",0.0006236780736482456
76,26.0,"(15.0, 20.0)","(15.0, 20.0)",0.0007050273876023646
77,77.0,"(15.0, 20.0)","(20.0, 25.0)",0.0020879657248223872
78,116.0,"(15.0, 20.0)","(25.0, 30.0)",0.0031455068062259343
79,116.0,"(15.0, 20.0)","(30.0, 35.0)",0.0031455068062259343
80,103.0,"(15.0, 20.0)","(35.0, 40.0)",0.002792993112424752
81,131.0,"(15.0, 20.0)","(40.0, 45.0)",0.003552253375996529
82,136.0,"(15.0, 20.0)","(45.0, 50.0)",0.003687835565920061
83,154.0,"(15.0, 20.0)","(50.0, 55.0)",0.0041759314496447745
84,188.0,"(15.0, 20.0)","(55.0, 60.0)",0.00509789034112479
85,180.0,"(15.0, 20.0)","(60.0, 65.0)",0.004880958837247139
86,187.0,"(15.0, 20.0)","(65.0, 70.0)",0.005070773903140083
87,147.0,"(15.0, 20.0)","(70.0, 75.0)",0.00398611638375183
88,163.0,"(15.0, 20.0)","(75.0, 80.0)",0.0044199793915071315
89,167.0,"(15.0, 20.0)","(80.0, 85.0)",0.004528445143445957
90,140.0,"(15.0, 20.0)","(85.0, 90.0)",0.003796301317858886
91,117.0,"(15.0, 20.0)","(90.0, 95.0)",0.0031726232442106403
92,88.0,"(15.0, 20.0)","(95.0, 100.0)",0.002386246542654157
93,25.0,"(15.0, 20.0)","(100.0, 105.0)",0.0006779109496176583
94,31.0,"(15.0, 20.0)","(105.0, 110.0)",0.0008406095775258962
95,35.0,"(15.0, 20.0)","(110.0, 115.0)",0.0009490753294647215
96,18.0,"(15.0, 20.0)","(115.0, 120.0)",0.0004880958837247139
97,19.0,"(20.0, 25.0)","(0.0, 5.0)",0.0005152123217094202
98,41.0,"(20.0, 25.0)","(5.0, 10.0)",0.0011117739573729595
99,101.0,"(20.0, 25.0)","(10.0, 15.0)",0.002738760236455339
100,58.0,"(20.0, 25.0)","(15.0, 20.0)",0.0015727534031129671
101,108.0,"(20.0, 25.0)","(20.0, 25.0)",0.0029285753023482837
102,105.0,"(20.0, 25.0)","(25.0, 30.0)",0.0028472259883941644
103,104.0,"(20.0, 25.0)","(30.0, 35.0)",0.0028201095504094584
104,124.0,"(20.0, 25.0)","(35.0, 40.0)",0.003362438310103585
105,125.0,"(20.0, 25.0)","(40.0, 45.0)",0.0033895547480882913
106,174.0,"(20.0, 25.0)","(45.0, 50.0)",0.004718260209338901
107,170.0,"(20.0, 25.0)","(50.0, 55.0)",0.004609794457400076
108,188.0,"(20.0, 25.0)","(55.0, 60.0)",0.00509789034112479
109,188.0,"(20.0, 25.0)","(60.0, 65.0)",0.00509789034112479
110,189.0,"(20.0, 25.0)","(65.0, 70.0)",0.005125006779109496
111,157.0,"(20.0, 25.0)","(70.0, 75.0)",0.004257280763598894
112,138.0,"(20.0, 25.0)","(75.0, 80.0)",0.0037420684418894732
113,162.0,"(20.0, 25.0)","(80.0, 85.0)",0.004392862953522425
114,151.0,"(20.0, 25.0)","(85.0, 90.0)",0.004094582135690656
115,111.0,"(20.0, 25.0)","(90.0, 95.0)",0.0030099246163024025
116,104.0,"(20.0, 25.0)","(95.0, 100.0)",0.0028201095504094584
117,42.0,"(20.0, 25.0)","(100.0, 105.0)",0.001138890395357666
118,64.0,"(20.0, 25.0)","(105.0, 110.0)",0.001735452031021205
119,51.0,"(20.0, 25.0)","(110.0, 115.0)",0.0013829383372200227
120,49.0,"(20.0, 25.0)","(115.0, 120.0)",0.00132870546125061
121,13.0,"(25.0, 30.0)","(0.0, 5.0)",0.0003525136938011823
122,51.0,"(25.0, 30.0)","(5.0, 10.0)",0.0013829383372200227
123,68.0,"(25.0, 30.0)","(10.0, 15.0)",0.0018439177829600304
124,66.0,"(25.0, 30.0)","(15.0, 20.0)",0.0017896849069906177
125,106.0,"(25.0, 30.0)","(20.0, 25.0)",0.002874342426378871
126,103.0,"(25.0, 30.0)","(25.0, 30.0)",0.002792993112424752
127,107.0,"(25.0, 30.0)","(30.0, 35.0)",0.0029014588643635772
128,126.0,"(25.0, 30.0)","(35.0, 40.0)",0.0034166711860729973
129,130.0,"(25.0, 30.0)","(40.0, 45.0)",0.0035251369380118226
130,158.0,"(25.0, 30.0)","(45.0, 50.0)",0.0042843972015836
131,176.0,"(25.0, 30.0)","(50.0, 55.0)",0.004772493085308314
132,159.0,"(25.0, 30.0)","(55.0, 60.0)",0.004311513639568307
133,159.0,"(25.0, 30.0)","(60.0, 65.0)",0.004311513639568307
134,181.0,"(25.0, 30.0)","(65.0, 70.0)",0.004908075275231846
135,176.0,"(25.0, 30.0)","(70.0, 75.0)",0.004772493085308314
136,148.0,"(25.0, 30.0)","(75.0, 80.0)",0.004013232821736537
137,123.0,"(25.0, 30.0)","(80.0, 85.0)",0.0033353218721188784
138,94.0,"(25.0, 30.0)","(85.0, 90.0)",0.002548945170562395
139,108.0,"(25.0, 30.0)","(90.0, 95.0)",0.0029285753023482837
140,85.0,"(25.0, 30.0)","(95.0, 100.0)",0.002304897228700038
141,38.0,"(25.0, 30.0)","(100.0, 105.0)",0.0010304246434188404
142,26.0,"(25.0, 30.0)","(105.0, 110.0)",0.0007050273876023646
143,25.0,"(25.0, 30.0)","(110.0, 115.0)",0.0006779109496176583
144,19.0,"(25.0, 30.0)","(115.0, 120.0)",0.0005152123217094202
145,25.0,"(30.0, 35.0)","(0.0, 5.0)",0.0006779109496176583
146,81.0,"(30.0, 35.0)","(5.0, 10.0)",0.0021964314767612125
147,102.0,"(30.0, 35.0)","(10.0, 15.0)",0.0027658766744400455
148,49.0,"(30.0, 35.0)","(15.0, 20.0)",0.00132870546125061
149,81.0,"(30.0, 35.0)","(20.0, 25.0)",0.0021964314767612125
150,78.0,"(30.0, 35.0)","(25.0, 30.0)",0.0021150821628070937
151,80.0,"(30.0, 35.0)","(30.0, 35.0)",0.0021693150387765065
152,80.0,"(30.0, 35.0)","(35.0, 40.0)",0.0021693150387765065
153,135.0,"(30.0, 35.0)","(40.0, 45.0)",0.0036607191279353544
154,141.0,"(30.0, 35.0)","(45.0, 50.0)",0.0038234177558435925
155,145.0,"(30.0, 35.0)","(50.0, 55.0)",0.003931883507782417
156,118.0,"(30.0, 35.0)","(55.0, 60.0)",0.0031997396821953467
157,166.0,"(30.0, 35.0)","(60.0, 65.0)",0.004501328705461251
158,138.0,"(30.0, 35.0)","(65.0, 70.0)",0.0037420684418894732
159,146.0,"(30.0, 35.0)","(70.0, 75.0)",0.003958999945767124
160,128.0,"(30.0, 35.0)","(75.0, 80.0)",0.00347090406204241
161,111.0,"(30.0, 35.0)","(80.0, 85.0)",0.0030099246163024025
162,100.0,"(30.0, 35.0)","(85.0, 90.0)",0.002711643798470633
163,72.0,"(30.0, 35.0)","(90.0, 95.0)",0.0019523835348988557
164,56.0,"(30.0, 35.0)","(95.0, 100.0)",0.0015185205271435545
165,13.0,"(30.0, 35.0)","(100.0, 105.0)",0.0003525136938011823
166,13.0,"(30.0, 35.0)","(105.0, 110.0)",0.0003525136938011823
167,10.0,"(30.0, 35.0)","(110.0, 115.0)",0.0002711643798470633
168,4.0,"(30.0, 35.0)","(115.0, 120.0)",0.00010846575193882532
169,43.0,"(35.0, 40.0)","(0.0, 5.0)",0.0011660068333423721
170,333.0,"(35.0, 40.0)","(5.0, 10.0)",0.009029773848907208
171,108.0,"(35.0, 40.0)","(10.0, 15.0)",0.0029285753023482837
172,75.0,"(35.0, 40.0)","(15.0, 20.0)",0.002033732848852975
173,71.0,"(35.0, 40.0)","(20.0, 25.0)",0.0019252670969141493
174,88.0,"(35.0, 40.0)","(25.0, 30.0)",0.002386246542654157
175,90.0,"(35.0, 40.0)","(30.0, 35.0)",0.0024404794186235696
176,109.0,"(35.0, 40.0)","(35.0, 40.0)",0.0029556917403329897
177,123.0,"(35.0, 40.0)","(40.0, 45.0)",0.0033353218721188784
178,137.0,"(35.0, 40.0)","(45.0, 50.0)",0.0037149520039047672
179,178.0,"(35.0, 40.0)","(50.0, 55.0)",0.004826725961277726
180,265.0,"(35.0, 40.0)","(55.0, 60.0)",0.007185856065947177
181,194.0,"(35.0, 40.0)","(60.0, 65.0)",0.0052605889690330275
182,128.0,"(35.0, 40.0)","(65.0, 70.0)",0.00347090406204241
183,116.0,"(35.0, 40.0)","(70.0, 75.0)",0.0031455068062259343
184,108.0,"(35.0, 40.0)","(75.0, 80.0)",0.0029285753023482837
185,108.0,"(35.0, 40.0)","(80.0, 85.0)",0.0029285753023482837
186,74.0,"(35.0, 40.0)","(85.0, 90.0)",0.0020066164108682684
187,59.0,"(35.0, 40.0)","(90.0, 95.0)",0.0015998698410976734
188,38.0,"(35.0, 40.0)","(95.0, 100.0)",0.0010304246434188404
189,22.0,"(35.0, 40.0)","(100.0, 105.0)",0.0005965616356635393
190,2.0,"(35.0, 40.0)","(105.0, 110.0)",5.423287596941266e-05
191,4.0,"(35.0, 40.0)","(110.0, 115.0)",0.00010846575193882532
192,1.0,"(35.0, 40.0)","(115.0, 120.0)",2.711643798470633e-05
193,50.0,"(40.0, 45.0)","(0.0, 5.0)",0.0013558218992353165
194,384.0,"(40.0, 45.0)","(5.0, 10.0)",0.010412712186127231
195,154.0,"(40.0, 45.0)","(10.0, 15.0)",0.0041759314496447745
196,104.0,"(40.0, 45.0)","(15.0, 20.0)",0.0028201095504094584
197,74.0,"(40.0, 45.0)","(20.0, 25.0)",0.0020066164108682684
198,107.0,"(40.0, 45.0)","(25.0, 30.0)",0.0029014588643635772
199,79.0,"(40.0, 45.0)","(30.0, 35.0)",0.0021421986007918
200,118.0,"(40.0, 45.0)","(35.0, 40.0)",0.0031997396821953467
201,140.0,"(40.0, 45.0)","(40.0, 45.0)",0.003796301317858886
202,121.0,"(40.0, 45.0)","(45.0, 50.0)",0.003281088996149466
203,177.0,"(40.0, 45.0)","(50.0, 55.0)",0.00479960952329302
204,184.0,"(40.0, 45.0)","(55.0, 60.0)",0.004989424589185965
205,278.0,"(40.0, 45.0)","(60.0, 65.0)",0.007538369759748359
206,129.0,"(40.0, 45.0)","(65.0, 70.0)",0.0034980205000271166
207,85.0,"(40.0, 45.0)","(70.0, 75.0)",0.002304897228700038
208,109.0,"(40.0, 45.0)","(75.0, 80.0)",0.0029556917403329897
209,81.0,"(40.0, 45.0)","(80.0, 85.0)",0.0021964314767612125
210,73.0,"(40.0, 45.0)","(85.0, 90.0)",0.001979499972883562
211,56.0,"(40.0, 45.0)","(90.0, 95.0)",0.0015185205271435545
212,39.0,"(40.0, 45.0)","(95.0, 100.0)",0.0010575410814035468
213,23.0,"(40.0, 45.0)","(100.0, 105.0)",0.0006236780736482456
214,8.0,"(40.0, 45.0)","(105.0, 110.0)",0.00021693150387765064
215,1.0,"(40.0, 45.0)","(110.0, 115.0)",2.711643798470633e-05
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0
217,34.0,"(45.0, 50.0)","(0.0, 5.0)",0.0009219588914800152
218,73.0,"(45.0, 50.0)","(5.0, 10.0)",0.001979499972883562
219,119.0,"(45.0, 50.0)","(10.0, 15.0)",0.003226856120180053
220,60.0,"(45.0, 50.0)","(15.0, 20.0)",0.0016269862790823798
221,81.0,"(45.0, 50.0)","(20.0, 25.0)",0.0021964314767612125
222,85.0,"(45.0, 50.0)","(25.0, 30.0)",0.002304897228700038
223,91.0,"(45.0, 50.0)","(30.0, 35.0)",0.002467595856608276
224,99.0,"(45.0, 50.0)","(35.0, 40.0)",0.0026845273604859266
225,121.0,"(45.0, 50.0)","(40.0, 45.0)",0.003281088996149466
226,144.0,"(45.0, 50.0)","(45.0, 50.0)",0.0039047670697977114
227,127.0,"(45.0, 50.0)","(50.0, 55.0)",0.0034437876240577038
228,150.0,"(45.0, 50.0)","(55.0, 60.0)",0.00406746569770595
229,160.0,"(45.0, 50.0)","(60.0, 65.0)",0.004338630077553013
230,121.0,"(45.0, 50.0)","(65.0, 70.0)",0.003281088996149466
231,126.0,"(45.0, 50.0)","(70.0, 75.0)",0.0034166711860729973
232,105.0,"(45.0, 50.0)","(75.0, 80.0)",0.0028472259883941644
233,92.0,"(45.0, 50.0)","(80.0, 85.0)",0.0024947122945929824
234,72.0,"(45.0, 50.0)","(85.0, 90.0)",0.0019523835348988557
235,60.0,"(45.0, 50.0)","(90.0, 95.0)",0.0016269862790823798
236,36.0,"(45.0, 50.0)","(95.0, 100.0)",0.0009761917674494279
237,11.0,"(45.0, 50.0)","(100.0, 105.0)",0.00029828081783176964
238,13.0,"(45.0, 50.0)","(105.0, 110.0)",0.0003525136938011823
239,5.0,"(45.0, 50.0)","(110.0, 115.0)",0.00013558218992353166
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0
241,16.0,"(50.0, 55.0)","(0.0, 5.0)",0.0004338630077553013
242,58.0,"(50.0, 55.0)","(5.0, 10.0)",0.0015727534031129671
243,91.0,"(50.0, 55.0)","(10.0, 15.0)",0.002467595856608276
244,59.0,"(50.0, 55.0)","(15.0, 20.0)",0.0015998698410976734
245,111.0,"(50.0, 55.0)","(20.0, 25.0)",0.0030099246163024025
246,131.0,"(50.0, 55.0)","(25.0, 30.0)",0.003552253375996529
247,123.0,"(50.0, 55.0)","(30.0, 35.0)",0.0033353218721188784
248,92.0,"(50.0, 55.0)","(35.0, 40.0)",0.0024947122945929824
249,140.0,"(50.0, 55.0)","(40.0, 45.0)",0.003796301317858886
250,175.0,"(50.0, 55.0)","(45.0, 50.0)",0.004745376647323608
251,164.0,"(50.0, 55.0)","(50.0, 55.0)",0.004447095829491838
252,140.0,"(50.0, 55.0)","(55.0, 60.0)",0.003796301317858886
253,138.0,"(50.0, 55.0)","(60.0, 65.0)",0.0037420684418894732
254,150.0,"(50.0, 55.0)","(65.0, 70.0)",0.00406746569770595
255,132.0,"(50.0, 55.0)","(70.0, 75.0)",0.0035793698139812355
256,124.0,"(50.0, 55.0)","(75.0, 80.0)",0.003362438310103585
257,104.0,"(50.0, 55.0)","(80.0, 85.0)",0.0028201095504094584
258,88.0,"(50.0, 55.0)","(85.0, 90.0)",0.002386246542654157
259,80.0,"(50.0, 55.0)","(90.0, 95.0)",0.0021693150387765065
260,40.0,"(50.0, 55.0)","(95.0, 100.0)",0.0010846575193882533
261,28.0,"(50.0, 55.0)","(100.0, 105.0)",0.0007592602635717772
262,15.0,"(50.0, 55.0)","(105.0, 110.0)",0.00040674656977059495
263,19.0,"(50.0, 55.0)","(110.0, 115.0)",0.0005152123217094202
264,14.0,"(50.0, 55.0)","(115.0, 120.0)",0.0003796301317858886
265,23.0,"(55.0, 60.0)","(0.0, 5.0)",0.0006236780736482456
266,50.0,"(55.0, 60.0)","(5.0, 10.0)",0.0013558218992353165
267,66.0,"(55.0, 60.0)","(10.0, 15.0)",0.0017896849069906177
268,62.0,"(55.0, 60.0)","(15.0, 20.0)",0.0016812191550517924
269,114.0,"(55.0, 60.0)","(20.0, 25.0)",0.0030912739302565214
270,103.0,"(55.0, 60.0)","(25.0, 30.0)",0.002792993112424752
271,109.0,"(55.0, 60.0)","(30.0, 35.0)",0.0029556917403329897
272,122.0,"(55.0, 60.0)","(35.0, 40.0)",0.003308205434134172
273,143.0,"(55.0, 60.0)","(40.0, 45.0)",0.003877650631813005
274,153.0,"(55.0, 60.0)","(45.0, 50.0)",0.004148815011660068
275,169.0,"(55.0, 60.0)","(50.0, 55.0)",0.004582678019415369
276,142.0,"(55.0, 60.0)","(55.0, 60.0)",0.0038505341938282985
277,161.0,"(55.0, 60.0)","(60.0, 65.0)",0.004365746515537719
278,152.0,"(55.0, 60.0)","(65.0, 70.0)",0.004121698573675362
279,142.0,"(55.0, 60.0)","(70.0, 75.0)",0.0038505341938282985
280,125.0,"(55.0, 60.0)","(75.0, 80.0)",0.0033895547480882913
281,123.0,"(55.0, 60.0)","(80.0, 85.0)",0.0033353218721188784
282,130.0,"(55.0, 60.0)","(85.0, 90.0)",0.0035251369380118226
283,95.0,"(55.0, 60.0)","(90.0, 95.0)",0.0025760616085471013
284,70.0,"(55.0, 60.0)","(95.0, 100.0)",0.001898150658929443
285,34.0,"(55.0, 60.0)","(100.0, 105.0)",0.0009219588914800152
286,41.0,"(55.0, 60.0)","(105.0, 110.0)",0.0011117739573729595
287,36.0,"(55.0, 60.0)","(110.0, 115.0)",0.0009761917674494279
288,22.0,"(55.0, 60.0)","(115.0, 120.0)",0.0005965616356635393
289,11.0,"(60.0, 65.0)","(0.0, 5.0)",0.00029828081783176964
290,27.0,"(60.0, 65.0)","(5.0, 10.0)",0.0007321438255870709
291,35.0,"(60.0, 65.0)","(10.0, 15.0)",0.0009490753294647215
292,33.0,"(60.0, 65.0)","(15.0, 20.0)",0.0008948424534953089
293,71.0,"(60.0, 65.0)","(20.0, 25.0)",0.0019252670969141493
294,102.0,"(60.0, 65.0)","(25.0, 30.0)",0.0027658766744400455
295,108.0,"(60.0, 65.0)","(30.0, 35.0)",0.0029285753023482837
296,106.0,"(60.0, 65.0)","(35.0, 40.0)",0.002874342426378871
297,129.0,"(60.0, 65.0)","(40.0, 45.0)",0.0034980205000271166
298,128.0,"(60.0, 65.0)","(45.0, 50.0)",0.00347090406204241
299,128.0,"(60.0, 65.0)","(50.0, 55.0)",0.00347090406204241
300,153.0,"(60.0, 65.0)","(55.0, 60.0)",0.004148815011660068
301,167.0,"(60.0, 65.0)","(60.0, 65.0)",0.004528445143445957
302,126.0,"(60.0, 65.0)","(65.0, 70.0)",0.0034166711860729973
303,137.0,"(60.0, 65.0)","(70.0, 75.0)",0.0037149520039047672
304,151.0,"(60.0, 65.0)","(75.0, 80.0)",0.004094582135690656
305,141.0,"(60.0, 65.0)","(80.0, 85.0)",0.0038234177558435925
306,118.0,"(60.0, 65.0)","(85.0, 90.0)",0.0031997396821953467
307,115.0,"(60.0, 65.0)","(90.0, 95.0)",0.003118390368241228
308,72.0,"(60.0, 65.0)","(95.0, 100.0)",0.0019523835348988557
309,35.0,"(60.0, 65.0)","(100.0, 105.0)",0.0009490753294647215
310,39.0,"(60.0, 65.0)","(105.0, 110.0)",0.0010575410814035468
311,20.0,"(60.0, 65.0)","(110.0, 115.0)",0.0005423287596941266
312,20.0,"(60.0, 65.0)","(115.0, 120.0)",0.0005423287596941266
313,15.0,"(65.0, 70.0)","(0.0, 5.0)",0.00040674656977059495
314,26.0,"(65.0, 70.0)","(5.0, 10.0)",0.0007050273876023646
315,45.0,"(65.0, 70.0)","(10.0, 15.0)",0.0012202397093117848
316,40.0,"(65.0, 70.0)","(15.0, 20.0)",0.0010846575193882533
317,56.0,"(65.0, 70.0)","(20.0, 25.0)",0.0015185205271435545
318,72.0,"(65.0, 70.0)","(25.0, 30.0)",0.0019523835348988557
319,104.0,"(65.0, 70.0)","(30.0, 35.0)",0.0028201095504094584
320,97.0,"(65.0, 70.0)","(35.0, 40.0)",0.0026302944845165138
321,116.0,"(65.0, 70.0)","(40.0, 45.0)",0.0031455068062259343
322,144.0,"(65.0, 70.0)","(45.0, 50.0)",0.0039047670697977114
323,121.0,"(65.0, 70.0)","(50.0, 55.0)",0.003281088996149466
324,144.0,"(65.0, 70.0)","(55.0, 60.0)",0.0039047670697977114
325,146.0,"(65.0, 70.0)","(60.0, 65.0)",0.003958999945767124
326,179.0,"(65.0, 70.0)","(65.0, 70.0)",0.004853842399262433
327,143.0,"(65.0, 70.0)","(70.0, 75.0)",0.003877650631813005
328,157.0,"(65.0, 70.0)","(75.0, 80.0)",0.004257280763598894
329,130.0,"(65.0, 70.0)","(80.0, 85.0)",0.0035251369380118226
330,116.0,"(65.0, 70.0)","(85.0, 90.0)",0.0031455068062259343
331,98.0,"(65.0, 70.0)","(90.0, 95.0)",0.00265741092250122
332,59.0,"(65.0, 70.0)","(95.0, 100.0)",0.0015998698410976734
333,41.0,"(65.0, 70.0)","(100.0, 105.0)",0.0011117739573729595
334,46.0,"(65.0, 70.0)","(105.0, 110.0)",0.0012473561472964912
335,29.0,"(65.0, 70.0)","(110.0, 115.0)",0.0007863767015564836
336,18.0,"(65.0, 70.0)","(115.0, 120.0)",0.0004880958837247139
337,16.0,"(70.0, 75.0)","(0.0, 5.0)",0.0004338630077553013
338,26.0,"(70.0, 75.0)","(5.0, 10.0)",0.0007050273876023646
339,44.0,"(70.0, 75.0)","(10.0, 15.0)",0.0011931232713270786
340,37.0,"(70.0, 75.0)","(15.0, 20.0)",0.0010033082054341342
341,68.0,"(70.0, 75.0)","(20.0, 25.0)",0.0018439177829600304
342,87.0,"(70.0, 75.0)","(25.0, 30.0)",0.0023591301046694507
343,70.0,"(70.0, 75.0)","(30.0, 35.0)",0.001898150658929443
344,112.0,"(70.0, 75.0)","(35.0, 40.0)",0.003037041054287109
345,135.0,"(70.0, 75.0)","(40.0, 45.0)",0.0036607191279353544
346,132.0,"(70.0, 75.0)","(45.0, 50.0)",0.0035793698139812355
347,145.0,"(70.0, 75.0)","(50.0, 55.0)",0.003931883507782417
348,136.0,"(70.0, 75.0)","(55.0, 60.0)",0.003687835565920061
349,160.0,"(70.0, 75.0)","(60.0, 65.0)",0.004338630077553013
350,157.0,"(70.0, 75.0)","(65.0, 70.0)",0.004257280763598894
351,139.0,"(70.0, 75.0)","(70.0, 75.0)",0.0037691848798741797
352,163.0,"(70.0, 75.0)","(75.0, 80.0)",0.0044199793915071315
353,154.0,"(70.0, 75.0)","(80.0, 85.0)",0.0041759314496447745
354,115.0,"(70.0, 75.0)","(85.0, 90.0)",0.003118390368241228
355,121.0,"(70.0, 75.0)","(90.0, 95.0)",0.003281088996149466
356,94.0,"(70.0, 75.0)","(95.0, 100.0)",0.002548945170562395
357,59.0,"(70.0, 75.0)","(100.0, 105.0)",0.0015998698410976734
358,48.0,"(70.0, 75.0)","(105.0, 110.0)",0.0013015890232659039
359,40.0,"(70.0, 75.0)","(110.0, 115.0)",0.0010846575193882533
360,16.0,"(70.0, 75.0)","(115.0, 120.0)",0.0004338630077553013
361,7.0,"(75.0, 80.0)","(0.0, 5.0)",0.0001898150658929443
