Pitch_Number,count,x_interval,y_interval,percentage,position,action,prob
36,161.0,"(5.0, 10.0)","(55.0, 60.0)",0.004366693788988338,ALL,Pass,
37,179.0,"(5.0, 10.0)","(60.0, 65.0)",0.0048548955790615675,ALL,Pass,
38,189.0,"(5.0, 10.0)","(65.0, 70.0)",0.005126118795768918,ALL,Pass,
39,171.0,"(5.0, 10.0)","(70.0, 75.0)",0.004637917005695688,ALL,Pass,
40,185.0,"(5.0, 10.0)","(75.0, 80.0)",0.005017629509085977,ALL,Pass,
41,177.0,"(5.0, 10.0)","(80.0, 85.0)",0.004800650935720098,ALL,Pass,
42,134.0,"(5.0, 10.0)","(85.0, 90.0)",0.003634391103878492,ALL,Pass,
43,150.0,"(5.0, 10.0)","(90.0, 95.0)",0.0040683482506102524,ALL,Pass,
44,110.0,"(5.0, 10.0)","(95.0, 100.0)",0.0029834553837808516,ALL,Pass,
45,76.0,"(5.0, 10.0)","(100.0, 105.0)",0.002061296446975861,ALL,Pass,
46,73.0,"(5.0, 10.0)","(105.0, 110.0)",0.001979929481963656,ALL,Pass,
47,45.0,"(5.0, 10.0)","(110.0, 115.0)",0.0012205044751830757,ALL,Pass,
48,13.0,"(5.0, 10.0)","(115.0, 120.0)",0.0003525901817195552,ALL,Pass,
49,16.0,"(10.0, 15.0)","(0.0, 5.0)",0.0004339571467317602,ALL,Pass,
50,23.0,"(10.0, 15.0)","(5.0, 10.0)",0.0006238133984269054,ALL,Pass,
51,41.0,"(10.0, 15.0)","(10.0, 15.0)",0.0011120151885001357,ALL,Pass,
52,50.0,"(10.0, 15.0)","(15.0, 20.0)",0.0013561160835367507,ALL,Pass,
53,60.0,"(10.0, 15.0)","(20.0, 25.0)",0.0016273393002441008,ALL,Pass,
54,69.0,"(10.0, 15.0)","(25.0, 30.0)",0.0018714401952807161,ALL,Pass,
55,93.0,"(10.0, 15.0)","(30.0, 35.0)",0.0025223759153783563,ALL,Pass,
56,124.0,"(10.0, 15.0)","(35.0, 40.0)",0.003363167887171142,ALL,Pass,
57,104.0,"(10.0, 15.0)","(40.0, 45.0)",0.0028207214537564417,ALL,Pass,
58,142.0,"(10.0, 15.0)","(45.0, 50.0)",0.003851369677244372,ALL,Pass,
59,148.0,"(10.0, 15.0)","(50.0, 55.0)",0.004014103607268782,ALL,Pass,
60,179.0,"(10.0, 15.0)","(55.0, 60.0)",0.0048548955790615675,ALL,Pass,
61,170.0,"(10.0, 15.0)","(60.0, 65.0)",0.004610794684024953,ALL,Pass,
62,168.0,"(10.0, 15.0)","(65.0, 70.0)",0.004556550040683482,ALL,Pass,
63,158.0,"(10.0, 15.0)","(70.0, 75.0)",0.004285326823976132,ALL,Pass,
64,175.0,"(10.0, 15.0)","(75.0, 80.0)",0.004746406292378627,ALL,Pass,
65,119.0,"(10.0, 15.0)","(80.0, 85.0)",0.003227556278817467,ALL,Pass,
66,144.0,"(10.0, 15.0)","(85.0, 90.0)",0.003905614320585842,ALL,Pass,
67,129.0,"(10.0, 15.0)","(90.0, 95.0)",0.003498779495524817,ALL,Pass,
68,67.0,"(10.0, 15.0)","(95.0, 100.0)",0.001817195551939246,ALL,Pass,
69,63.0,"(10.0, 15.0)","(100.0, 105.0)",0.001708706265256306,ALL,Pass,
70,45.0,"(10.0, 15.0)","(105.0, 110.0)",0.0012205044751830757,ALL,Pass,
71,34.0,"(10.0, 15.0)","(110.0, 115.0)",0.0009221589368049905,ALL,Pass,
72,16.0,"(10.0, 15.0)","(115.0, 120.0)",0.0004339571467317602,ALL,Pass,
73,6.0,"(15.0, 20.0)","(0.0, 5.0)",0.00016273393002441008,ALL,Pass,
74,19.0,"(15.0, 20.0)","(5.0, 10.0)",0.0005153241117439653,ALL,Pass,
75,23.0,"(15.0, 20.0)","(10.0, 15.0)",0.0006238133984269054,ALL,Pass,
76,26.0,"(15.0, 20.0)","(15.0, 20.0)",0.0007051803634391104,ALL,Pass,
77,77.0,"(15.0, 20.0)","(20.0, 25.0)",0.0020884187686465963,ALL,Pass,
78,116.0,"(15.0, 20.0)","(25.0, 30.0)",0.003146189313805262,ALL,Pass,
79,116.0,"(15.0, 20.0)","(30.0, 35.0)",0.003146189313805262,ALL,Pass,
80,103.0,"(15.0, 20.0)","(35.0, 40.0)",0.0027935991320857064,ALL,Pass,
81,131.0,"(15.0, 20.0)","(40.0, 45.0)",0.003553024138866287,ALL,Pass,
82,136.0,"(15.0, 20.0)","(45.0, 50.0)",0.003688635747219962,ALL,Pass,
83,154.0,"(15.0, 20.0)","(50.0, 55.0)",0.004176837537293193,ALL,Pass,
84,188.0,"(15.0, 20.0)","(55.0, 60.0)",0.005098996474098183,ALL,Pass,
85,180.0,"(15.0, 20.0)","(60.0, 65.0)",0.004882017900732303,ALL,Pass,
86,187.0,"(15.0, 20.0)","(65.0, 70.0)",0.005071874152427448,ALL,Pass,
87,147.0,"(15.0, 20.0)","(70.0, 75.0)",0.0039869812855980475,ALL,Pass,
88,163.0,"(15.0, 20.0)","(75.0, 80.0)",0.0044209384323298075,ALL,Pass,
89,167.0,"(15.0, 20.0)","(80.0, 85.0)",0.004529427719012748,ALL,Pass,
90,140.0,"(15.0, 20.0)","(85.0, 90.0)",0.003797125033902902,ALL,Pass,
91,117.0,"(15.0, 20.0)","(90.0, 95.0)",0.0031733116354759968,ALL,Pass,
92,88.0,"(15.0, 20.0)","(95.0, 100.0)",0.0023867643070246813,ALL,Pass,
93,25.0,"(15.0, 20.0)","(100.0, 105.0)",0.0006780580417683754,ALL,Pass,
94,31.0,"(15.0, 20.0)","(105.0, 110.0)",0.0008407919717927855,ALL,Pass,
95,35.0,"(15.0, 20.0)","(110.0, 115.0)",0.0009492812584757255,ALL,Pass,
96,18.0,"(15.0, 20.0)","(115.0, 120.0)",0.00048820179007323027,ALL,Pass,
97,19.0,"(20.0, 25.0)","(0.0, 5.0)",0.0005153241117439653,ALL,Pass,
98,41.0,"(20.0, 25.0)","(5.0, 10.0)",0.0011120151885001357,ALL,Pass,
99,101.0,"(20.0, 25.0)","(10.0, 15.0)",0.0027393544887442363,ALL,Pass,
100,58.0,"(20.0, 25.0)","(15.0, 20.0)",0.001573094656902631,ALL,Pass,
101,108.0,"(20.0, 25.0)","(20.0, 25.0)",0.0029292107404393815,ALL,Pass,
102,105.0,"(20.0, 25.0)","(25.0, 30.0)",0.0028478437754271765,ALL,Pass,
103,104.0,"(20.0, 25.0)","(30.0, 35.0)",0.0028207214537564417,ALL,Pass,
104,124.0,"(20.0, 25.0)","(35.0, 40.0)",0.003363167887171142,ALL,Pass,
105,125.0,"(20.0, 25.0)","(40.0, 45.0)",0.0033902902088418767,ALL,Pass,
106,174.0,"(20.0, 25.0)","(45.0, 50.0)",0.004719283970707893,ALL,Pass,
107,170.0,"(20.0, 25.0)","(50.0, 55.0)",0.004610794684024953,ALL,Pass,
108,187.0,"(20.0, 25.0)","(55.0, 60.0)",0.005071874152427448,ALL,Pass,
109,188.0,"(20.0, 25.0)","(60.0, 65.0)",0.005098996474098183,ALL,Pass,
110,189.0,"(20.0, 25.0)","(65.0, 70.0)",0.005126118795768918,ALL,Pass,
111,157.0,"(20.0, 25.0)","(70.0, 75.0)",0.004258204502305398,ALL,Pass,
112,138.0,"(20.0, 25.0)","(75.0, 80.0)",0.0037428803905614322,ALL,Pass,
113,162.0,"(20.0, 25.0)","(80.0, 85.0)",0.004393816110659072,ALL,Pass,
114,151.0,"(20.0, 25.0)","(85.0, 90.0)",0.004095470572280987,ALL,Pass,
115,111.0,"(20.0, 25.0)","(90.0, 95.0)",0.003010577705451587,ALL,Pass,
116,104.0,"(20.0, 25.0)","(95.0, 100.0)",0.0028207214537564417,ALL,Pass,
117,42.0,"(20.0, 25.0)","(100.0, 105.0)",0.0011391375101708705,ALL,Pass,
118,64.0,"(20.0, 25.0)","(105.0, 110.0)",0.0017358285869270408,ALL,Pass,
119,51.0,"(20.0, 25.0)","(110.0, 115.0)",0.0013832384052074858,ALL,Pass,
120,49.0,"(20.0, 25.0)","(115.0, 120.0)",0.0013289937618660157,ALL,Pass,
121,13.0,"(25.0, 30.0)","(0.0, 5.0)",0.0003525901817195552,ALL,Pass,
122,51.0,"(25.0, 30.0)","(5.0, 10.0)",0.0013832384052074858,ALL,Pass,
123,68.0,"(25.0, 30.0)","(10.0, 15.0)",0.001844317873609981,ALL,Pass,
124,66.0,"(25.0, 30.0)","(15.0, 20.0)",0.001790073230268511,ALL,Pass,
125,106.0,"(25.0, 30.0)","(20.0, 25.0)",0.0028749660970979114,ALL,Pass,
126,103.0,"(25.0, 30.0)","(25.0, 30.0)",0.0027935991320857064,ALL,Pass,
127,106.0,"(25.0, 30.0)","(30.0, 35.0)",0.0028749660970979114,ALL,Pass,
128,126.0,"(25.0, 30.0)","(35.0, 40.0)",0.003417412530512612,ALL,Pass,
129,130.0,"(25.0, 30.0)","(40.0, 45.0)",0.003525901817195552,ALL,Pass,
130,158.0,"(25.0, 30.0)","(45.0, 50.0)",0.004285326823976132,ALL,Pass,
131,176.0,"(25.0, 30.0)","(50.0, 55.0)",0.0047735286140493625,ALL,Pass,
132,159.0,"(25.0, 30.0)","(55.0, 60.0)",0.004312449145646867,ALL,Pass,
133,159.0,"(25.0, 30.0)","(60.0, 65.0)",0.004312449145646867,ALL,Pass,
134,181.0,"(25.0, 30.0)","(65.0, 70.0)",0.004909140222403038,ALL,Pass,
135,176.0,"(25.0, 30.0)","(70.0, 75.0)",0.0047735286140493625,ALL,Pass,
136,148.0,"(25.0, 30.0)","(75.0, 80.0)",0.004014103607268782,ALL,Pass,
137,123.0,"(25.0, 30.0)","(80.0, 85.0)",0.0033360455655004066,ALL,Pass,
138,94.0,"(25.0, 30.0)","(85.0, 90.0)",0.0025494982370490916,ALL,Pass,
139,108.0,"(25.0, 30.0)","(90.0, 95.0)",0.0029292107404393815,ALL,Pass,
140,85.0,"(25.0, 30.0)","(95.0, 100.0)",0.0023053973420124763,ALL,Pass,
141,38.0,"(25.0, 30.0)","(100.0, 105.0)",0.0010306482234879305,ALL,Pass,
142,26.0,"(25.0, 30.0)","(105.0, 110.0)",0.0007051803634391104,ALL,Pass,
143,25.0,"(25.0, 30.0)","(110.0, 115.0)",0.0006780580417683754,ALL,Pass,
144,19.0,"(25.0, 30.0)","(115.0, 120.0)",0.0005153241117439653,ALL,Pass,
145,25.0,"(30.0, 35.0)","(0.0, 5.0)",0.0006780580417683754,ALL,Pass,
146,81.0,"(30.0, 35.0)","(5.0, 10.0)",0.002196908055329536,ALL,Pass,
147,102.0,"(30.0, 35.0)","(10.0, 15.0)",0.0027664768104149716,ALL,Pass,
148,49.0,"(30.0, 35.0)","(15.0, 20.0)",0.0013289937618660157,ALL,Pass,
149,81.0,"(30.0, 35.0)","(20.0, 25.0)",0.002196908055329536,ALL,Pass,
150,78.0,"(30.0, 35.0)","(25.0, 30.0)",0.002115541090317331,ALL,Pass,
151,80.0,"(30.0, 35.0)","(30.0, 35.0)",0.0021697857336588013,ALL,Pass,
152,80.0,"(30.0, 35.0)","(35.0, 40.0)",0.0021697857336588013,ALL,Pass,
153,135.0,"(30.0, 35.0)","(40.0, 45.0)",0.003661513425549227,ALL,Pass,
154,141.0,"(30.0, 35.0)","(45.0, 50.0)",0.003824247355573637,ALL,Pass,
155,145.0,"(30.0, 35.0)","(50.0, 55.0)",0.003932736642256577,ALL,Pass,
156,118.0,"(30.0, 35.0)","(55.0, 60.0)",0.0032004339571467316,ALL,Pass,
157,166.0,"(30.0, 35.0)","(60.0, 65.0)",0.0045023053973420124,ALL,Pass,
158,138.0,"(30.0, 35.0)","(65.0, 70.0)",0.0037428803905614322,ALL,Pass,
159,146.0,"(30.0, 35.0)","(70.0, 75.0)",0.003959858963927312,ALL,Pass,
160,128.0,"(30.0, 35.0)","(75.0, 80.0)",0.0034716571738540817,ALL,Pass,
161,111.0,"(30.0, 35.0)","(80.0, 85.0)",0.003010577705451587,ALL,Pass,
162,100.0,"(30.0, 35.0)","(85.0, 90.0)",0.0027122321670735015,ALL,Pass,
163,72.0,"(30.0, 35.0)","(90.0, 95.0)",0.001952807160292921,ALL,Pass,
164,56.0,"(30.0, 35.0)","(95.0, 100.0)",0.0015188500135611608,ALL,Pass,
165,13.0,"(30.0, 35.0)","(100.0, 105.0)",0.0003525901817195552,ALL,Pass,
166,13.0,"(30.0, 35.0)","(105.0, 110.0)",0.0003525901817195552,ALL,Pass,
167,10.0,"(30.0, 35.0)","(110.0, 115.0)",0.00027122321670735016,ALL,Pass,
168,4.0,"(30.0, 35.0)","(115.0, 120.0)",0.00010848928668294005,ALL,Pass,
169,43.0,"(35.0, 40.0)","(0.0, 5.0)",0.0011662598318416056,ALL,Pass,
170,333.0,"(35.0, 40.0)","(5.0, 10.0)",0.00903173311635476,ALL,Pass,
171,108.0,"(35.0, 40.0)","(10.0, 15.0)",0.0029292107404393815,ALL,Pass,
172,75.0,"(35.0, 40.0)","(15.0, 20.0)",0.0020341741253051262,ALL,Pass,
173,71.0,"(35.0, 40.0)","(20.0, 25.0)",0.001925684838622186,ALL,Pass,
174,88.0,"(35.0, 40.0)","(25.0, 30.0)",0.0023867643070246813,ALL,Pass,
175,90.0,"(35.0, 40.0)","(30.0, 35.0)",0.0024410089503661514,ALL,Pass,
176,109.0,"(35.0, 40.0)","(35.0, 40.0)",0.0029563330621101168,ALL,Pass,
177,123.0,"(35.0, 40.0)","(40.0, 45.0)",0.0033360455655004066,ALL,Pass,
178,137.0,"(35.0, 40.0)","(45.0, 50.0)",0.003715758068890697,ALL,Pass,
179,178.0,"(35.0, 40.0)","(50.0, 55.0)",0.004827773257390833,ALL,Pass,
180,265.0,"(35.0, 40.0)","(55.0, 60.0)",0.007187415242744779,ALL,Pass,
181,194.0,"(35.0, 40.0)","(60.0, 65.0)",0.005261730404122593,ALL,Pass,
182,128.0,"(35.0, 40.0)","(65.0, 70.0)",0.0034716571738540817,ALL,Pass,
183,116.0,"(35.0, 40.0)","(70.0, 75.0)",0.003146189313805262,ALL,Pass,
184,108.0,"(35.0, 40.0)","(75.0, 80.0)",0.0029292107404393815,ALL,Pass,
185,108.0,"(35.0, 40.0)","(80.0, 85.0)",0.0029292107404393815,ALL,Pass,
186,74.0,"(35.0, 40.0)","(85.0, 90.0)",0.002007051803634391,ALL,Pass,
187,59.0,"(35.0, 40.0)","(90.0, 95.0)",0.0016002169785733658,ALL,Pass,
188,38.0,"(35.0, 40.0)","(95.0, 100.0)",0.0010306482234879305,ALL,Pass,
189,22.0,"(35.0, 40.0)","(100.0, 105.0)",0.0005966910767561703,ALL,Pass,
190,2.0,"(35.0, 40.0)","(105.0, 110.0)",5.4244643341470026e-05,ALL,Pass,
191,4.0,"(35.0, 40.0)","(110.0, 115.0)",0.00010848928668294005,ALL,Pass,
192,1.0,"(35.0, 40.0)","(115.0, 120.0)",2.7122321670735013e-05,ALL,Pass,
193,50.0,"(40.0, 45.0)","(0.0, 5.0)",0.0013561160835367507,ALL,Pass,
194,384.0,"(40.0, 45.0)","(5.0, 10.0)",0.010414971521562245,ALL,Pass,
195,154.0,"(40.0, 45.0)","(10.0, 15.0)",0.004176837537293193,ALL,Pass,
196,104.0,"(40.0, 45.0)","(15.0, 20.0)",0.0028207214537564417,ALL,Pass,
197,74.0,"(40.0, 45.0)","(20.0, 25.0)",0.002007051803634391,ALL,Pass,
198,107.0,"(40.0, 45.0)","(25.0, 30.0)",0.0029020884187686466,ALL,Pass,
199,79.0,"(40.0, 45.0)","(30.0, 35.0)",0.002142663411988066,ALL,Pass,
200,118.0,"(40.0, 45.0)","(35.0, 40.0)",0.0032004339571467316,ALL,Pass,
201,140.0,"(40.0, 45.0)","(40.0, 45.0)",0.003797125033902902,ALL,Pass,
202,121.0,"(40.0, 45.0)","(45.0, 50.0)",0.003281800922158937,ALL,Pass,
203,177.0,"(40.0, 45.0)","(50.0, 55.0)",0.004800650935720098,ALL,Pass,
204,184.0,"(40.0, 45.0)","(55.0, 60.0)",0.004990507187415243,ALL,Pass,
205,278.0,"(40.0, 45.0)","(60.0, 65.0)",0.007540005424464334,ALL,Pass,
206,129.0,"(40.0, 45.0)","(65.0, 70.0)",0.003498779495524817,ALL,Pass,
207,85.0,"(40.0, 45.0)","(70.0, 75.0)",0.0023053973420124763,ALL,Pass,
208,109.0,"(40.0, 45.0)","(75.0, 80.0)",0.0029563330621101168,ALL,Pass,
209,81.0,"(40.0, 45.0)","(80.0, 85.0)",0.002196908055329536,ALL,Pass,
210,73.0,"(40.0, 45.0)","(85.0, 90.0)",0.001979929481963656,ALL,Pass,
211,56.0,"(40.0, 45.0)","(90.0, 95.0)",0.0015188500135611608,ALL,Pass,
212,39.0,"(40.0, 45.0)","(95.0, 100.0)",0.0010577705451586656,ALL,Pass,
213,23.0,"(40.0, 45.0)","(100.0, 105.0)",0.0006238133984269054,ALL,Pass,
214,8.0,"(40.0, 45.0)","(105.0, 110.0)",0.0002169785733658801,ALL,Pass,
215,1.0,"(40.0, 45.0)","(110.0, 115.0)",2.7122321670735013e-05,ALL,Pass,
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,ALL,Pass,
217,34.0,"(45.0, 50.0)","(0.0, 5.0)",0.0009221589368049905,ALL,Pass,
218,73.0,"(45.0, 50.0)","(5.0, 10.0)",0.001979929481963656,ALL,Pass,
219,119.0,"(45.0, 50.0)","(10.0, 15.0)",0.003227556278817467,ALL,Pass,
220,60.0,"(45.0, 50.0)","(15.0, 20.0)",0.0016273393002441008,ALL,Pass,
221,81.0,"(45.0, 50.0)","(20.0, 25.0)",0.002196908055329536,ALL,Pass,
222,85.0,"(45.0, 50.0)","(25.0, 30.0)",0.0023053973420124763,ALL,Pass,
223,91.0,"(45.0, 50.0)","(30.0, 35.0)",0.0024681312720368862,ALL,Pass,
224,99.0,"(45.0, 50.0)","(35.0, 40.0)",0.0026851098454027666,ALL,Pass,
225,121.0,"(45.0, 50.0)","(40.0, 45.0)",0.003281800922158937,ALL,Pass,
226,144.0,"(45.0, 50.0)","(45.0, 50.0)",0.003905614320585842,ALL,Pass,
227,127.0,"(45.0, 50.0)","(50.0, 55.0)",0.003444534852183347,ALL,Pass,
228,150.0,"(45.0, 50.0)","(55.0, 60.0)",0.0040683482506102524,ALL,Pass,
229,160.0,"(45.0, 50.0)","(60.0, 65.0)",0.0043395714673176026,ALL,Pass,
230,121.0,"(45.0, 50.0)","(65.0, 70.0)",0.003281800922158937,ALL,Pass,
231,126.0,"(45.0, 50.0)","(70.0, 75.0)",0.003417412530512612,ALL,Pass,
232,105.0,"(45.0, 50.0)","(75.0, 80.0)",0.0028478437754271765,ALL,Pass,
233,92.0,"(45.0, 50.0)","(80.0, 85.0)",0.0024952535937076215,ALL,Pass,
234,72.0,"(45.0, 50.0)","(85.0, 90.0)",0.001952807160292921,ALL,Pass,
235,60.0,"(45.0, 50.0)","(90.0, 95.0)",0.0016273393002441008,ALL,Pass,
236,36.0,"(45.0, 50.0)","(95.0, 100.0)",0.0009764035801464605,ALL,Pass,
237,11.0,"(45.0, 50.0)","(100.0, 105.0)",0.00029834553837808516,ALL,Pass,
238,13.0,"(45.0, 50.0)","(105.0, 110.0)",0.0003525901817195552,ALL,Pass,
239,5.0,"(45.0, 50.0)","(110.0, 115.0)",0.00013561160835367508,ALL,Pass,
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0,ALL,Pass,
241,16.0,"(50.0, 55.0)","(0.0, 5.0)",0.0004339571467317602,ALL,Pass,
242,58.0,"(50.0, 55.0)","(5.0, 10.0)",0.001573094656902631,ALL,Pass,
243,91.0,"(50.0, 55.0)","(10.0, 15.0)",0.0024681312720368862,ALL,Pass,
244,59.0,"(50.0, 55.0)","(15.0, 20.0)",0.0016002169785733658,ALL,Pass,
245,111.0,"(50.0, 55.0)","(20.0, 25.0)",0.003010577705451587,ALL,Pass,
246,131.0,"(50.0, 55.0)","(25.0, 30.0)",0.003553024138866287,ALL,Pass,
247,123.0,"(50.0, 55.0)","(30.0, 35.0)",0.0033360455655004066,ALL,Pass,
248,92.0,"(50.0, 55.0)","(35.0, 40.0)",0.0024952535937076215,ALL,Pass,
249,140.0,"(50.0, 55.0)","(40.0, 45.0)",0.003797125033902902,ALL,Pass,
250,175.0,"(50.0, 55.0)","(45.0, 50.0)",0.004746406292378627,ALL,Pass,
251,164.0,"(50.0, 55.0)","(50.0, 55.0)",0.004448060754000543,ALL,Pass,
252,140.0,"(50.0, 55.0)","(55.0, 60.0)",0.003797125033902902,ALL,Pass,
253,136.0,"(50.0, 55.0)","(60.0, 65.0)",0.003688635747219962,ALL,Pass,
254,150.0,"(50.0, 55.0)","(65.0, 70.0)",0.0040683482506102524,ALL,Pass,
255,132.0,"(50.0, 55.0)","(70.0, 75.0)",0.003580146460537022,ALL,Pass,
256,124.0,"(50.0, 55.0)","(75.0, 80.0)",0.003363167887171142,ALL,Pass,
257,104.0,"(50.0, 55.0)","(80.0, 85.0)",0.0028207214537564417,ALL,Pass,
258,88.0,"(50.0, 55.0)","(85.0, 90.0)",0.0023867643070246813,ALL,Pass,
259,80.0,"(50.0, 55.0)","(90.0, 95.0)",0.0021697857336588013,ALL,Pass,
260,40.0,"(50.0, 55.0)","(95.0, 100.0)",0.0010848928668294006,ALL,Pass,
261,28.0,"(50.0, 55.0)","(100.0, 105.0)",0.0007594250067805804,ALL,Pass,
262,15.0,"(50.0, 55.0)","(105.0, 110.0)",0.0004068348250610252,ALL,Pass,
263,19.0,"(50.0, 55.0)","(110.0, 115.0)",0.0005153241117439653,ALL,Pass,
264,14.0,"(50.0, 55.0)","(115.0, 120.0)",0.0003797125033902902,ALL,Pass,
265,23.0,"(55.0, 60.0)","(0.0, 5.0)",0.0006238133984269054,ALL,Pass,
266,50.0,"(55.0, 60.0)","(5.0, 10.0)",0.0013561160835367507,ALL,Pass,
267,66.0,"(55.0, 60.0)","(10.0, 15.0)",0.001790073230268511,ALL,Pass,
268,62.0,"(55.0, 60.0)","(15.0, 20.0)",0.001681583943585571,ALL,Pass,
269,114.0,"(55.0, 60.0)","(20.0, 25.0)",0.003091944670463792,ALL,Pass,
270,103.0,"(55.0, 60.0)","(25.0, 30.0)",0.0027935991320857064,ALL,Pass,
271,109.0,"(55.0, 60.0)","(30.0, 35.0)",0.0029563330621101168,ALL,Pass,
272,122.0,"(55.0, 60.0)","(35.0, 40.0)",0.003308923243829672,ALL,Pass,
273,143.0,"(55.0, 60.0)","(40.0, 45.0)",0.0038784919989151073,ALL,Pass,
274,153.0,"(55.0, 60.0)","(45.0, 50.0)",0.004149715215622457,ALL,Pass,
275,169.0,"(55.0, 60.0)","(50.0, 55.0)",0.004583672362354217,ALL,Pass,
276,142.0,"(55.0, 60.0)","(55.0, 60.0)",0.003851369677244372,ALL,Pass,
277,161.0,"(55.0, 60.0)","(60.0, 65.0)",0.004366693788988338,ALL,Pass,
278,152.0,"(55.0, 60.0)","(65.0, 70.0)",0.004122592893951722,ALL,Pass,
279,142.0,"(55.0, 60.0)","(70.0, 75.0)",0.003851369677244372,ALL,Pass,
280,125.0,"(55.0, 60.0)","(75.0, 80.0)",0.0033902902088418767,ALL,Pass,
281,123.0,"(55.0, 60.0)","(80.0, 85.0)",0.0033360455655004066,ALL,Pass,
282,130.0,"(55.0, 60.0)","(85.0, 90.0)",0.003525901817195552,ALL,Pass,
283,95.0,"(55.0, 60.0)","(90.0, 95.0)",0.0025766205587198264,ALL,Pass,
284,70.0,"(55.0, 60.0)","(95.0, 100.0)",0.001898562516951451,ALL,Pass,
285,34.0,"(55.0, 60.0)","(100.0, 105.0)",0.0009221589368049905,ALL,Pass,
286,41.0,"(55.0, 60.0)","(105.0, 110.0)",0.0011120151885001357,ALL,Pass,
287,36.0,"(55.0, 60.0)","(110.0, 115.0)",0.0009764035801464605,ALL,Pass,
288,22.0,"(55.0, 60.0)","(115.0, 120.0)",0.0005966910767561703,ALL,Pass,
289,11.0,"(60.0, 65.0)","(0.0, 5.0)",0.00029834553837808516,ALL,Pass,
290,27.0,"(60.0, 65.0)","(5.0, 10.0)",0.0007323026851098454,ALL,Pass,
291,35.0,"(60.0, 65.0)","(10.0, 15.0)",0.0009492812584757255,ALL,Pass,
292,33.0,"(60.0, 65.0)","(15.0, 20.0)",0.0008950366151342555,ALL,Pass,
293,71.0,"(60.0, 65.0)","(20.0, 25.0)",0.001925684838622186,ALL,Pass,
